fund_name,fund_extended_name,category,net_assets,ytd_return,fund_yield,morningstar_rating,investment,size,currency,portfolio_cash,portfolio_stocks,portfolio_bonds,price_earnings,price_sales,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,fund_return_2018,fund_return_2017,fund_return_2016
SCACX,Western Asset California Municipals Fund Class C,Muni California Long,423960000.0,2.62,3.05,2.0,Blend,Medium,USD,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,4.26,-0.66
SCAPX,Small Cap Value Fund,Small Value,19310000.0,6.9,1.8,3.0,Value,Small,USD,3.73,96.05,0.0,10.12,0.27,23.66,30.61,0.0,0.0,5.84,5.01,0.0,4.41,3.9,20.81,5.77,-18.43,28.17,39.96
SCATX,Virtus Zevenbergen Innovative Growth Stock Fund Class I,Large Growth,180020000.0,25.24,0.0,4.0,Growth,Large,USD,0.83,99.17,0.0,39.27,6.15,0.0,30.14,7.01,4.44,0.0,12.48,0.0,0.0,0.0,0.0,45.93,11.07,34.29,-2.12
SCAUX,Invesco Low Volatility Equity Yield Fund Class A,Large Value,232990000.0,8.98,1.02,1.0,Value,Medium,USD,2.1,97.9,0.0,11.66,1.17,7.41,18.33,13.64,11.89,7.54,18.8,7.99,0.51,3.41,3.58,6.89,-9.28,15.85,9.57
SCAYX,Invesco Low Volatility Equity Yield Fund Class Y,Large Value,232990000.0,9.11,1.27,1.0,Value,Medium,USD,2.1,97.9,0.0,11.66,1.17,7.41,18.33,13.64,11.89,7.54,18.8,7.99,0.51,3.41,3.58,6.89,-9.09,16.19,9.81
SCBCX,QS Conservative Growth Fund Class C,Allocation - 50% to 70% Equity,288390000.0,7.6,1.55,3.0,Blend,Large,USD,19.28,38.97,39.17,14.66,1.35,3.7,12.53,15.74,3.53,6.49,13.51,4.52,4.32,5.45,9.95,20.26,-5.48,11.86,6.36
SCBLX,Virtus Seix Total Return Bond Fund Class R,Intermediate-Term Bond,429620000.0,2.34,1.69,2.0,Blend,Large,USD,18.98,0.0,80.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,2.13,2.37
SCBPX,Principal Strategic Asset Management Balanced Portfolio Class C,Allocation - 50% to 70% Equity,4480000000.0,8.51,1.15,3.0,Blend,Large,USD,12.66,51.82,33.49,16.68,1.68,4.37,11.08,19.49,8.44,6.84,10.97,3.35,3.69,6.07,10.14,15.55,-6.18,13.88,5.47
SCBSX,Virtus Seix Short-Term Bond Fund Class C,Short-Term Bond,8350000.0,0.77,0.87,1.0,Value,Medium,USD,5.36,0.0,94.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,-0.23,0.1
SCCIX,Carillon Reams Core Bond Fund Class I,Intermediate-Term Bond,105670000.0,2.95,2.25,4.0,Blend,Large,USD,1.25,0.0,98.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,3.4,2.4
SCCUX,Invesco Low Volatility Equity Yield Fund Class C,Large Value,232990000.0,8.71,0.24,1.0,Value,Medium,USD,2.1,97.9,0.0,11.66,1.17,7.41,18.33,13.64,11.89,7.54,18.8,7.99,0.51,3.41,3.58,6.89,-9.95,15.0,8.64
SCDGX,DWS Core Equity Fund - Class S,Large Blend,3690000000.0,13.6,1.23,4.0,Blend,Large,USD,0.96,99.04,0.0,17.32,1.72,2.38,14.25,16.34,3.35,7.29,14.34,3.26,1.7,4.25,12.38,20.46,-5.8,21.45,10.4
SCECX,Crossmark Steward Small-Mid Cap Enhanced Index Fund Institutional Class,Small Blend,230180000.0,13.04,0.86,4.0,Blend,Small,USD,1.05,98.95,0.0,14.13,0.65,7.35,16.92,13.99,7.58,3.63,9.9,2.53,0.92,5.97,15.95,15.26,-12.11,14.04,23.5
SCEMX,DWS Emerging Markets Fixed Income Fund - Class S,Emerging Markets Bond,76470000.0,6.43,4.0,2.0,Blend,Small,USD,3.84,0.0,95.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.33,9.12,9.43
SCETX,Virtus Ceredex Small-Cap Value Equity Fund Class I,Small Blend,610460000.0,11.33,1.64,3.0,Blend,Small,USD,1.56,98.44,0.0,15.6,0.9,6.77,13.73,17.53,11.97,3.98,2.51,0.0,0.0,0.79,24.44,18.28,-12.42,10.29,29.16
SCFTX,Virtus Seix High Grade Municipal Bond Fund Class I,Muni National Long,51200000.0,2.83,2.6,3.0,Blend,Large,USD,21.85,0.0,78.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,5.46,0.76
SCGCX,QS Moderate Growth Fund Class C,Allocation - 70% to 85% Equity,462270000.0,9.13,1.32,2.0,Blend,Large,USD,16.06,57.39,25.06,14.02,1.31,4.15,12.29,17.91,3.08,6.24,13.21,4.05,3.99,5.81,9.81,19.45,-7.66,14.48,6.9
SCGEX,DWS World Dividend Fund - Class S,World Large Stock,178590000.0,11.46,1.27,2.0,Blend,Large,USD,3.02,93.32,0.0,16.7,0.59,12.37,7.28,22.65,0.0,18.42,10.17,1.65,3.93,10.65,10.71,2.18,-11.94,8.89,12.18
SCGIX,Virtus Silvant Small-Cap Growth Stock Fund Class A,Small Growth,29450000.0,22.71,0.0,2.0,Growth,Medium,USD,6.07,93.93,0.0,26.72,2.78,7.29,12.26,5.82,0.0,1.57,26.53,0.0,3.37,0.77,11.61,30.78,-6.69,14.34,9.1
SCGPX,Principal Strategic Asset Management Conservative Growth Fund Class C,Allocation - 70% to 85% Equity,2990000000.0,10.36,0.88,3.0,Blend,Large,USD,12.16,72.07,14.8,16.55,1.66,4.5,11.19,19.8,7.55,6.82,11.15,3.32,3.69,5.85,10.33,15.81,-7.68,18.39,5.72
SCGRX,QS Moderate Growth Fund Class A,Allocation - 70% to 85% Equity,462270000.0,9.34,2.13,3.0,Blend,Large,USD,16.06,57.39,25.06,14.02,1.31,4.15,12.29,17.91,3.08,6.24,13.21,4.05,3.99,5.81,9.81,19.45,-7.02,15.35,7.64
SCGSX,DWS Capital Growth Fund - Class S,Large Growth,1510000000.0,17.69,0.21,3.0,Growth,Large,USD,0.72,99.28,0.0,21.92,3.19,0.65,15.99,11.87,1.89,5.54,14.36,0.0,1.75,0.56,14.6,32.77,-1.92,26.26,3.92
SCHAX,QS Growth Fund Class A,Allocation - 85%+ Equity,729180000.0,10.56,1.8,3.0,Blend,Large,USD,13.03,73.78,12.45,13.79,1.27,4.48,12.38,18.61,3.2,6.19,12.79,3.95,3.78,5.83,10.0,18.78,-9.04,16.59,8.02
SCHCX,QS Growth Fund Class C,Allocation - 85%+ Equity,729180000.0,10.42,1.21,2.0,Blend,Large,USD,13.03,73.78,12.45,13.79,1.27,4.48,12.38,18.61,3.2,6.19,12.79,3.95,3.78,5.83,10.0,18.78,-9.67,15.8,7.25
SCHLX,DWS Health and Wellness Fund - Class S,Health,294630000.0,9.17,0.2,3.0,Growth,Large,USD,2.96,97.04,0.0,18.15,2.53,0.0,0.0,0.0,0.0,0.0,98.72,0.0,0.0,0.0,0.16,1.12,3.52,19.34,-10.23
SCICX,Columbia Seligman Communications and Information Fund Class C,Technology,5960000000.0,22.16,0.0,2.0,Growth,Large,USD,2.04,97.85,0.0,15.38,2.5,0.0,3.03,3.82,0.0,0.0,0.0,0.0,0.21,0.0,1.37,91.57,-8.46,33.03,14.53
SCIEX,Hartford Schroders International Stock Fund Class I,Foreign Large Blend,309500000.0,11.04,1.36,4.0,Growth,Large,USD,2.07,97.93,0.0,16.49,1.82,3.93,20.91,16.47,0.0,14.05,10.94,0.0,0.0,4.59,12.64,16.47,-12.31,29.69,-1.36
SCIGX,Virtus Seix Core Bond Fund Class R,Intermediate-Term Bond,135590000.0,2.48,2.06,2.0,Blend,Large,USD,2.5,0.0,97.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.54,2.62,2.71
SCIIX,Virtus WCM International Equity Fund Class A,Foreign Large Growth,99210000.0,12.88,0.09,4.0,Growth,Large,USD,3.87,96.13,0.0,24.44,3.34,7.45,12.42,11.76,0.0,11.15,16.63,0.0,0.0,0.97,13.78,25.84,-7.9,31.31,-0.25
SCINX,DWS CROCI International Fund - Class S,Foreign Large Blend,644350000.0,7.79,3.46,2.0,Value,Large,USD,0.43,99.57,0.0,11.84,0.8,22.39,27.97,0.0,0.0,14.0,9.91,5.86,0.0,2.04,15.93,1.9,-14.43,22.0,1.14
SCIOX,Columbia Seligman Communications and Information Fund Advisor Class,Technology,5960000000.0,22.47,0.0,3.0,Growth,Large,USD,2.04,97.85,0.0,15.38,2.5,0.0,3.03,3.82,0.0,0.0,0.0,0.0,0.21,0.0,1.37,91.57,-7.54,34.37,15.68
SCIPX,Principal Strategic Asset Management Conservative Balanced Fund Class C,Allocation - 30% to 50% Equity,1670000000.0,6.61,1.51,3.0,Blend,Large,USD,14.08,33.66,49.17,16.63,1.65,4.43,10.82,19.18,9.36,6.67,10.69,3.78,3.69,6.45,9.96,14.97,-4.75,10.09,5.09
SCIRX,Columbia Seligman Communications and Information Fund Class R,Technology,5960000000.0,22.33,0.0,3.0,Growth,Large,USD,2.04,97.85,0.0,15.38,2.5,0.0,3.03,3.82,0.0,0.0,0.0,0.0,0.21,0.0,1.37,91.57,-8.01,33.71,15.11
SCIUX,Invesco Low Volatility Equity Yield Fund R5 Class,Large Value,232990000.0,9.15,1.44,1.0,Value,Medium,USD,2.1,97.9,0.0,11.66,1.17,7.41,18.33,13.64,11.89,7.54,18.8,7.99,0.51,3.41,3.58,6.89,-8.94,16.39,10.0
SCLFX,Virtus Seix U.S. Mortgage Fund Class C,Intermediate Government,22010000.0,1.8,1.6,2.0,Blend,Large,USD,4.76,0.0,95.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43,1.43,0.42
SCMAX,DWS Massachusetts Tax Free Fund - Class S,Muni Massachusetts,377750000.0,2.84,2.98,4.0,Blend,Medium,USD,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,4.89,-0.01
SCMBX,DWS Managed Municipal Bond Fund - Class S,Muni National Long,4070000000.0,3.0,3.3,3.0,Blend,Medium,USD,0.33,0.0,99.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,5.6,0.1
SCMIX,Columbia Seligman Communications and Information Fund Institutional 2 Class,Technology,5960000000.0,22.49,0.0,3.0,Growth,Large,USD,2.04,97.85,0.0,15.38,2.5,0.0,3.03,3.82,0.0,0.0,0.0,0.0,0.21,0.0,1.37,91.57,-7.49,34.43,15.82
SCMSX,SEI Asset Allocation Trust Core Market Strategy Fund Class I,Allocation - 30% to 50% Equity,94780000.0,7.95,1.97,3.0,Blend,Large,USD,8.44,35.31,51.2,14.43,1.21,4.63,11.43,16.73,2.79,9.29,12.99,2.52,3.7,7.44,11.32,17.16,-6.19,11.49,7.35
SCMTX,DWS Intermediate Tax-Free Fund - Class S,Muni National Interm,1070000000.0,2.67,2.88,3.0,Blend,Medium,USD,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,3.57,-0.06
SCMVX,Schneider Small Cap Value Fund,Small Value,33610000.0,18.15,0.0,1.0,Value,Small,USD,0.0,100.0,0.0,7.61,0.35,5.73,4.6,16.36,7.11,5.41,0.97,0.0,0.94,30.62,9.97,18.3,-32.55,12.25,58.51
SCNUX,Invesco Low Volatility Equity Yield Fund Investor Class,Large Value,232990000.0,9.05,1.02,1.0,Value,Medium,USD,2.1,97.9,0.0,11.66,1.17,7.41,18.33,13.64,11.89,7.54,18.8,7.99,0.51,3.41,3.58,6.89,-9.33,15.91,9.55
SCOAX,SEI Institutional Investments Trust Core Fixed Income Fund Class A,Intermediate-Term Bond,6650000000.0,3.28,3.24,4.0,,,USD,3.98,0.0,95.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,4.19,3.38
SCOBX,DWS International Growth Fund - Class S,Foreign Large Growth,538710000.0,15.12,1.12,3.0,Growth,Large,USD,1.0,96.48,0.0,17.8,1.63,7.78,14.05,20.62,0.0,8.6,10.8,0.0,0.04,2.97,15.29,19.87,-16.87,25.45,0.29
SCORX,Sextant Core Fund,Allocation - 50% to 70% Equity,14260000.0,8.48,1.31,2.0,Blend,Large,USD,3.54,61.84,34.62,14.53,2.25,6.98,10.54,13.66,0.0,6.19,14.97,2.2,1.67,4.97,12.5,26.3,-4.62,14.58,4.21
SCPAX,SEI Institutional Investments Trust Large Cap Disciplined Equity Fund Class A,Large Blend,2370000000.0,12.58,1.64,3.0,Blend,Large,USD,5.68,94.33,0.0,15.35,1.28,1.65,11.96,11.12,3.69,7.67,18.74,3.88,3.21,6.17,9.8,22.12,-6.85,19.83,10.86
SCPIX,DWS S&P 500 Index Fund - Class S,Large Blend,982990000.0,13.59,1.55,4.0,Blend,Large,USD,1.93,97.93,0.14,16.62,1.97,2.5,11.54,16.01,2.44,7.59,14.79,3.26,3.5,5.41,10.56,22.4,-4.33,21.38,11.52
SCPYX,Carillon Reams Core Plus Bond Fund Class Y,Intermediate-Term Bond,658560000.0,2.87,1.76,2.0,Blend,Large,USD,2.07,0.0,97.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,3.09,3.22
SCPZX,Carillon Reams Core Plus Bond Fund Class I,Intermediate-Term Bond,658560000.0,3.0,2.16,4.0,Blend,Large,USD,2.07,0.0,97.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,3.51,3.57
SCQGX,DWS Large Cap Focus Growth Fund - Class S,Large Growth,245280000.0,17.04,0.09,3.0,Growth,Large,USD,2.38,97.62,0.0,22.89,2.71,0.87,16.52,13.06,1.59,5.55,16.24,0.0,2.61,0.65,12.4,30.52,-1.9,25.12,2.9
SCRUX,Invesco Low Volatility Equity Yield Fund Class R,Large Value,232990000.0,9.05,0.76,1.0,Value,Medium,USD,2.1,97.9,0.0,11.66,1.17,7.41,18.33,13.64,11.89,7.54,18.8,7.99,0.51,3.41,3.58,6.89,-9.55,15.63,9.22
SCSAX,Wells Fargo Common Stock Fund - Class A,Mid-Cap Blend,1070000000.0,14.28,0.0,3.0,Blend,Medium,USD,4.04,95.16,0.0,16.22,1.52,4.26,11.15,18.25,8.42,2.03,13.08,0.0,3.0,6.41,17.91,15.51,-9.95,17.56,13.97
SCSBX,DWS Total Return Bond Fund - Class S,Intermediate-Term Bond,301660000.0,5.05,3.74,3.0,Blend,Medium,USD,2.47,0.0,96.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.72,5.89,3.73
SCSCX,Touchstone Large Cap Focused Fund Class C,Large Blend,1710000000.0,12.84,0.0,3.0,Growth,Large,USD,1.62,98.38,0.0,17.76,1.87,0.95,14.19,18.47,1.95,7.03,13.17,1.45,3.79,5.05,8.29,25.64,-3.47,22.1,10.38
SCSMX,ClearBridge Small Cap Growth Fund Class C,Small Growth,3660000000.0,14.76,0.0,3.0,Growth,Medium,USD,3.43,96.56,0.0,27.09,1.5,5.19,15.37,5.47,0.34,7.04,16.99,0.45,0.0,2.19,10.42,36.54,3.44,24.04,5.0
SCTAX,Wells Fargo California Tax-Free Fund - Class A,Muni California Long,994600000.0,2.57,3.23,3.0,Blend,Medium,USD,0.61,0.0,98.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,5.04,-0.21
SCTCX,Wells Fargo California Tax-Free Fund - Class C,Muni California Long,994600000.0,2.35,2.49,1.0,Blend,Medium,USD,0.61,0.0,98.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,4.31,-0.98
SCTEX,Columbia AMT-Free Connecticut Intermediate Muni Bond Fund Institutional Class,Muni Single State Interm,92030000.0,2.43,3.04,3.0,Blend,Medium,USD,0.15,0.0,99.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,3.01,-0.25
SCTIX,Wells Fargo California Limited-Term Tax-Free Fund - Administrator Class,Muni Single State Short,576230000.0,1.49,2.04,4.0,Value,Medium,USD,1.63,0.0,98.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,2.39,-0.29
SCUIX,Hartford Schroders US Small Cap Opportunities Fund Class I,Small Blend,171560000.0,13.14,0.24,4.0,Blend,Small,USD,8.18,91.82,0.0,15.8,0.84,5.77,18.58,18.2,5.58,2.6,9.89,2.7,0.16,3.88,18.26,14.38,-10.82,14.73,19.35
SCUPX,Principal Strategic Asset Management Flexible Income Fund Class C,Allocation - 15% to 30% Equity,2590000000.0,5.28,2.0,3.0,Blend,Large,USD,12.02,21.1,63.71,17.11,2.04,3.64,9.06,16.0,18.38,6.24,10.86,4.09,3.39,6.35,9.18,12.8,-3.24,7.06,5.62
SCUVX,Hartford Schroders US Small Cap Opportunities Fund Class A,Small Blend,171560000.0,13.06,0.02,3.0,Blend,Small,USD,8.18,91.82,0.0,15.8,0.84,5.77,18.58,18.2,5.58,2.6,9.89,2.7,0.16,3.88,18.26,14.38,-11.09,14.31,19.08
SCVAX,Wells Fargo Small Company Value Fund - Class A,Small Value,65670000.0,10.18,0.64,4.0,Value,Small,USD,0.48,96.85,0.0,13.37,0.81,9.7,10.6,23.46,7.18,4.21,5.49,3.77,0.13,5.61,18.87,11.0,-14.18,11.58,27.19
SCVEX,Hartford Schroders International Stock Fund Class A,Foreign Large Blend,309500000.0,11.03,1.16,4.0,Growth,Large,USD,2.07,97.93,0.0,16.49,1.82,3.93,20.91,16.47,0.0,14.05,10.94,0.0,0.0,4.59,12.64,16.47,-12.64,29.43,-1.57
SCVFX,Wells Fargo Small Company Value Fund - Class C,Small Value,65670000.0,9.94,0.0,3.0,Value,Small,USD,0.48,96.85,0.0,13.37,0.81,9.7,10.6,23.46,7.18,4.21,5.49,3.77,0.13,5.61,18.87,11.0,-14.82,10.8,26.21
SCVIX,Wells Fargo Small Company Value Fund - Class Admin,Small Value,65670000.0,10.2,0.55,4.0,Value,Small,USD,0.48,96.85,0.0,13.37,0.81,9.7,10.6,23.46,7.18,4.21,5.49,3.77,0.13,5.61,18.87,11.0,-14.1,11.76,27.35
SCWCX,American Funds SMALLCAP World Fund Class C,World Small/Mid Stock,42690000000.0,15.26,0.0,4.0,Growth,Medium,USD,8.68,90.78,0.0,20.31,1.67,5.92,14.89,10.77,1.8,6.91,17.47,0.19,1.01,2.86,13.4,24.78,-10.41,25.84,4.88
SCWFX,American Funds SMALLCAP World Fund Class F-1,World Small/Mid Stock,42690000000.0,15.44,0.0,4.0,Growth,Medium,USD,8.68,90.78,0.0,20.31,1.67,5.92,14.89,10.77,1.8,6.91,17.47,0.19,1.01,2.86,13.4,24.78,-9.73,26.76,5.75
SCXIX,SEI Institutional Managed Trust Core Fixed Income Fund Class I,Intermediate-Term Bond,4000000000.0,3.18,2.61,4.0,,,USD,6.92,0.02,91.83,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,4.01,3.03
SDCSX,DWS California Tax-Free Income Fund - Class S,Muni California Long,795090000.0,2.74,3.2,3.0,Blend,Medium,USD,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,5.29,-0.22
SDDMX,Bernstein Short Duration Diversified Municipal Portfolio,Muni National Short,188300000.0,0.82,1.18,2.0,Value,Medium,USD,7.32,0.0,92.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.75,-0.03
SDGAX,DWS Capital Growth Fund - Class A,Large Growth,1510000000.0,17.62,0.0,3.0,Growth,Large,USD,0.72,99.28,0.0,21.92,3.19,0.65,15.99,11.87,1.89,5.54,14.36,0.0,1.75,0.56,14.6,32.77,-2.16,25.94,3.65
SDGCX,DWS Capital Growth Fund - Class C,Large Growth,1510000000.0,17.37,0.0,3.0,Growth,Large,USD,0.72,99.28,0.0,21.92,3.19,0.65,15.99,11.87,1.89,5.54,14.36,0.0,1.75,0.56,14.6,32.77,-2.91,24.83,2.79
SDGIX,Dreyfus/Standish Global Fixed Income Fund Class I,World Bond,3190000000.0,3.38,3.82,4.0,Growth,Medium,USD,35.54,0.0,46.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.79,4.35,2.41
SDGRX,DWS Capital Growth Fund - Class R,Large Growth,1510000000.0,17.54,0.0,3.0,Growth,Large,USD,0.72,99.28,0.0,21.92,3.19,0.65,15.99,11.87,1.89,5.54,14.36,0.0,1.75,0.56,14.6,32.77,-2.65,25.42,3.25
SDGTX,DWS Capital Growth Fund - Class Institutional,Large Growth,1510000000.0,17.69,0.2,3.0,Growth,Large,USD,0.72,99.28,0.0,21.92,3.19,0.65,15.99,11.87,1.89,5.54,14.36,0.0,1.75,0.56,14.6,32.77,-1.93,26.2,3.94
SDIAX,AIG Strategic Bond Fund Class A,Multisector Bond,276060000.0,5.45,4.85,3.0,Blend,Small,USD,7.2,0.21,90.82,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.14,6.48,7.75
SDIBX,AIG Strategic Bond Fund Class B,Multisector Bond,276060000.0,5.26,4.14,2.0,Blend,Small,USD,7.2,0.21,90.82,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.82,5.75,7.05
SDICX,Guggenheim Investment Grade Bond Fund Class C,Intermediate-Term Bond,735420000.0,1.05,1.68,4.0,Value,Medium,USD,33.29,0.0,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,5.51,4.3
SDITX,Dreyfus Tax Sensitive Total Return Bond Fund Class I,Muni National Interm,275940000.0,2.57,2.42,3.0,Value,Medium,USD,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,4.9,-0.05
SDIVX,Stock Dividend Fund,Large Value,28270000.0,7.27,2.44,3.0,Value,Large,USD,2.44,97.46,0.0,12.33,0.9,0.0,14.3,7.08,0.0,13.72,12.98,0.0,12.23,15.5,10.87,13.32,-5.77,23.03,36.29
SDMGX,Sit Developing Markets Growth Fund,Diversified Emerging Mkts,10350000.0,12.28,0.48,3.0,Growth,Large,USD,2.32,97.68,0.0,14.37,1.14,4.75,9.31,25.43,0.0,13.85,6.1,2.22,2.73,7.73,0.88,27.0,-14.75,43.22,3.59
SDSAX,Western Asset Income Fund Class A,Multisector Bond,390110000.0,5.16,5.88,4.0,Value,Small,USD,26.51,0.2,62.76,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-3.98,8.4,8.65
SDSCX,Dreyfus/The Boston Company Small/Mid Cap Growth Fund Class I,Mid-Cap Growth,2060000000.0,24.99,0.0,4.0,Growth,Medium,USD,4.09,95.91,0.0,30.44,3.23,0.53,14.29,4.54,1.61,1.22,17.88,0.01,0.02,1.44,10.68,47.76,-1.57,26.52,10.79
SDSIX,Western Asset Income Fund Class C1,Multisector Bond,390110000.0,5.24,5.52,3.0,Value,Small,USD,26.51,0.2,62.76,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-4.47,7.94,8.21
SDSYX,Western Asset Income Fund Class I,Multisector Bond,390110000.0,5.23,6.18,4.0,Value,Small,USD,26.51,0.2,62.76,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-3.8,8.87,8.94
SDUAX,DWS Fixed Income Opportunities Fund - Class A,Nontraditional Bond,98730000.0,3.69,3.29,2.0,Value,Small,USD,10.5,0.0,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-2.65,4.19,3.08
SDUCX,DWS Fixed Income Opportunities Fund - Class C,Nontraditional Bond,98730000.0,3.51,2.53,2.0,Value,Small,USD,10.5,0.0,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-3.37,3.41,2.41
SDUSX,DWS Fixed Income Opportunities Fund - Class S,Nontraditional Bond,98730000.0,3.75,3.54,2.0,Value,Small,USD,10.5,0.0,86.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-2.39,4.42,3.39
SDVGX,Sit Dividend Growth Fund Class I,Large Blend,265310000.0,11.79,2.35,3.0,Blend,Large,USD,1.15,98.85,0.0,15.44,1.79,2.04,5.9,16.52,1.27,7.76,19.74,4.63,3.65,7.6,13.47,17.41,-6.57,20.24,10.73
SDVSX,Sit Dividend Growth Fund Class S,Large Blend,265310000.0,11.77,2.1,3.0,Blend,Large,USD,1.15,98.85,0.0,15.44,1.79,2.04,5.9,16.52,1.27,7.76,19.74,4.63,3.65,7.6,13.47,17.41,-6.79,19.88,10.49
SEACX,Crossmark Steward Select Bond Fund Class Institutional,Intermediate-Term Bond,158150000.0,2.43,2.27,1.0,,,USD,6.62,0.0,91.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,2.24,1.99
SEAIX,SEI Asset Allocation Trust Aggressive Strategy Fund Class I,World Allocation,194910000.0,10.38,2.2,5.0,Blend,Large,USD,7.0,62.61,26.77,13.97,1.16,5.06,12.2,18.38,2.18,8.03,12.19,2.11,3.75,6.14,12.1,17.85,-10.1,18.43,8.34
SEAKX,Crossmark Steward Select Bond Fund Class A,Intermediate-Term Bond,158150000.0,2.32,1.97,1.0,,,USD,6.62,0.0,91.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,1.97,1.6
SEATX,SEI Tax Exempt Trust Tax-Advantaged Income Fund Class F,Long-Term Bond,1260000000.0,3.88,4.09,4.0,,,USD,4.86,0.0,83.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,8.52,1.79
SEBLX,Touchstone Balanced Fund Class A,Allocation - 50% to 70% Equity,321240000.0,9.36,1.46,4.0,Growth,Large,USD,1.57,67.02,31.15,17.4,2.09,1.94,10.8,17.43,1.1,8.7,16.57,0.0,4.72,5.56,11.19,21.99,-2.76,15.68,7.58
SECEX,Guggenheim StylePlus - Large Core Fund Class A,Large Blend,200160000.0,13.19,1.27,3.0,Value,Large,USD,22.21,18.84,52.09,11.65,1.1,1.18,7.42,6.92,0.32,11.3,14.55,0.0,4.69,10.02,18.48,25.12,-6.85,21.94,12.96
SECIX,Guggenheim Large Cap Value Fund Class A,Large Value,62320000.0,10.97,0.79,3.0,Value,Large,USD,3.36,96.61,0.0,11.46,1.23,5.82,3.24,24.19,3.08,6.82,17.43,8.5,3.33,11.41,7.14,9.04,-9.97,15.28,21.11
